date,gross_return,commission_cost,slippage_cost,borrow_cost,net_return,turnover,gross_exposure,full_gross_exposure,cap_binding,n_long,n_short
2010-01-22,9.939741521587881e-05,7.031981851053851e-06,2.109594555316155e-05,5.580937977026865e-07,7.071139401396072e-05,0.140639637021077,0.0703198185105385,False,True,16,16
2010-01-25,4.588104321084585e-05,8.53187964262495e-06,2.5595638927874846e-05,6.771333049702339e-07,1.1076391335375816e-05,0.170637592852499,0.0853187964262495,False,True,16,16
2010-01-26,2.13888382865807e-05,6.5344025291038e-06,1.9603207587311397e-05,5.186033753256984e-07,-5.2673752051601954e-06,0.130688050582076,0.065344025291038,False,True,16,16
2010-01-27,-7.736393758090787e-05,7.0822610860013015e-06,2.1246783258003903e-05,5.620842131747063e-07,-0.00010625506613808778,0.14164522172002603,0.07082261086001301,False,True,16,16
2010-01-28,-0.00017794191833636348,6.597618355702101e-06,1.97928550671063e-05,6.041800404898346e-06,-0.0002103741921640702,0.131952367114042,0.065976183557021,False,True,17,17
2010-01-29,4.7105952918353035e-06,1.0410116893787051e-05,3.1230350681361145e-05,8.261997534751626e-07,-3.7756072036788056e-05,0.208202337875741,0.1041011689378705,False,True,17,17
2010-02-01,-0.00025935774103244113,2.1680795440012153e-05,6.504238632003644e-05,1.720698050794615e-06,-0.0003478016208432843,0.43361590880024303,0.21680795440012152,False,True,17,17
2010-02-02,0.00021270095172219635,9.553739628817402e-06,2.86612188864522e-05,7.582333038743968e-07,0.00017372775990305236,0.19107479257634802,0.09553739628817401,False,True,17,17
2010-02-03,0.000102963574599216,8.9288610206226e-06,2.6786583061867797e-05,7.086397635414762e-07,6.653949075318411e-05,0.178577220412452,0.089288610206226,False,True,17,17
2010-02-04,0.00020487449013503273,7.33133352733195e-06,2.1994000581995847e-05,5.818518672485674e-07,0.00017496730415845634,0.146626670546639,0.0733133352733195,False,True,17,17
2010-02-05,4.225004991272794e-06,3.9199403657041e-06,1.1759821097112298e-05,3.1110637823048405e-07,-1.176586284977409e-05,0.078398807314082,0.039199403657041,False,True,17,17
2010-02-08,-0.0007837339366307208,9.248854058779998e-06,2.7746562176339994e-05,7.340360364111109e-07,-0.0008214633889022519,0.18497708117559997,0.09248854058779998,False,True,17,17
2010-02-09,2.8326032018942984e-05,6.545443389748851e-06,1.963633016924655e-05,6.397652309737182e-07,1.5044932289738636e-06,0.130908867794977,0.0654544338974885,False,True,17,17
2010-02-10,4.875366989213133e-05,4.482131141272099e-06,1.3446393423816296e-05,3.4864954472829947e-06,2.7338649879759936e-05,0.08964262282544198,0.04482131141272099,False,True,17,17
2010-02-11,0.00017607852652187607,4.79541446557675e-06,1.4386243396730248e-05,3.8058844964894845e-07,0.00015651628020992012,0.095908289311535,0.0479541446557675,False,True,17,17
2010-02-12,-0.0001876527621244811,1.036743502974975e-05,3.110230508924925e-05,8.228123039483928e-07,-0.0002299453145474285,0.207348700594995,0.1036743502974975,False,True,17,17
2010-02-16,-0.0003662147967904017,1.2655930773931201e-05,3.79677923217936e-05,1.004438950312e-06,-0.0004178429588364385,0.253118615478624,0.126559307739312,False,True,17,17
2010-02-17,0.0006735867778243205,1.6792015071629855e-05,5.037604521488956e-05,1.332699608859512e-06,0.0006050860179289415,0.3358403014325971,0.16792015071629854,False,True,17,17
2010-02-18,0.0011251077369815758,7.3501689730082005e-06,2.20505069190246e-05,5.833467438895396e-07,0.0010951237143456533,0.147003379460164,0.073501689730082,False,True,17,17
2010-02-19,-0.000333371029782337,5.742633682088949e-06,1.7227901046266845e-05,4.5576457794356747e-07,-0.00035679732908863634,0.11485267364177898,0.05742633682088949,False,True,18,18
2010-02-22,0.0009261663761314255,1.8567544384677755e-05,5.5702633154033254e-05,1.4736146337045832e-06,0.0008504225839590098,0.37135088769355507,0.18567544384677753,False,True,18,18
2010-02-23,-0.00015762788522910703,3.6265194722900506e-06,1.087955841687015e-05,2.878190057373056e-07,-0.00017242178212400455,0.07253038944580101,0.036265194722900504,False,True,17,17
2010-02-24,0.0004732785356809428,1.2414609556319848e-05,3.724382866895954e-05,1.0684048611809404e-06,0.0004225516925944825,0.24829219112639694,0.12414609556319847,False,True,17,17
2010-02-25,0.00011508464055140152,4.8674144848603515e-06,1.4602243454581051e-05,4.865268994713294e-06,9.074971361724683e-05,0.09734828969720702,0.04867414484860351,False,True,17,17
2010-02-26,-0.00013798137802730737,7.98270889054355e-06,2.3948126671630645e-05,6.335483246463135e-07,-0.0001705457619141279,0.159654177810871,0.0798270889054355,False,True,17,17
2010-03-01,-0.00021237999388713078,9.073336106655348e-06,2.7220008319966037e-05,7.201060402107419e-07,-0.0002493934443539629,0.18146672213310694,0.09073336106655347,False,True,18,18
2010-03-02,-0.0005416548800541695,1.792478635435595e-05,5.377435906306784e-05,1.4226020916155516e-06,-0.0006147766275632089,0.35849572708711896,0.17924786354355948,False,True,17,17
2010-03-03,-0.00026880272374351326,2.7051898104512707e-05,8.11556943135381e-05,2.1469760400406905e-06,-0.00037915729220160474,0.5410379620902541,0.27051898104512706,False,True,18,18
2010-03-04,-0.001114151906266168,1.96781494330849e-05,5.90344482992547e-05,1.5617578915146746e-06,-0.0011944262618900222,0.39356298866169803,0.19678149433084902,False,True,18,18
2010-03-05,-0.0005066819299103302,1.0518024654052952e-05,3.155407396215885e-05,8.347638614327737e-07,-0.0005495887923879747,0.21036049308105903,0.10518024654052952,False,True,18,18
2010-03-08,0.0009427732666842882,1.760874522034815e-05,5.282623566104444e-05,1.3975194619323926e-06,0.0008709407663409632,0.352174904406963,0.1760874522034815,False,True,17,17
2010-03-09,-0.00010304456869154709,4.830382100440751e-06,1.4491146301322252e-05,3.8336365876513883e-07,-0.00012274946075207523,0.09660764200881503,0.04830382100440751,False,True,18,18
2010-03-10,-0.00044055832672550165,1.3894213365949401e-05,4.16826400978482e-05,1.0526502096817801e-05,-0.000506661682286117,0.277884267318988,0.138942133659494,False,True,18,18
2010-03-11,-0.0006887089344613122,8.4044266816925e-06,2.52132800450775e-05,6.67017990610516e-07,-0.0007229936591786926,0.16808853363385,0.084044266816925,False,True,18,18
2010-03-12,0.0005644827040379862,1.6294794914374058e-05,4.888438474312216e-05,1.2932376916169883e-06,0.000498010286688873,0.3258958982874811,0.16294794914374056,False,True,18,18
2010-03-15,-0.00034686984382706137,1.348064030174615e-05,4.044192090523845e-05,1.0698920874401705e-06,-0.00040186229712148617,0.269612806034923,0.1348064030174615,False,True,18,18
2010-03-16,-0.0011086376294664724,2.4452521731842048e-05,7.335756519552613e-05,1.9406763279239716e-06,-0.0012083883927217645,0.48905043463684095,0.24452521731842047,False,True,18,18
2010-03-17,-0.000179580468171908,2.3863338521293098e-05,7.159001556387928e-05,1.8939157556581824e-06,-0.0002769277380127386,0.47726677042586196,0.23863338521293098,False,True,18,18
2010-03-18,0.0010056404069325366,1.23011071343377e-05,3.690332140301309e-05,9.762783439950555e-07,0.0009554597000511907,0.246022142686754,0.123011071343377,False,True,18,18
2010-03-19,0.00013259638668441844,8.76905549625255e-06,2.630716648875765e-05,6.959567854168691e-07,9.682420791399137e-05,0.17538110992505102,0.08769055496252551,False,True,18,18
2010-03-22,-0.0005289481870144014,1.294904123519225e-05,3.884712370557674e-05,1.0277016853327183e-06,-0.0005817720536405031,0.258980824703845,0.1294904123519225,False,True,18,18
2010-03-23,0.00014251988064714646,1.668362843661275e-05,5.005088530983824e-05,1.3240974949692657e-06,7.446126940572619e-05,0.333672568732255,0.1668362843661275,False,True,18,18
2010-03-24,-0.00020425483601258784,7.983217638663803e-06,2.3949652915991405e-05,6.335887014812539e-07,-0.00023682129526872428,0.15966435277327604,0.07983217638663802,False,True,18,18
2010-03-25,-0.0011355280241134235,2.4249559972354545e-05,7.274867991706363e-05,2.3544987773828288e-05,-0.0012560712517766701,0.4849911994470909,0.24249559972354545,False,True,18,18
2010-03-26,-0.0011542792659366375,2.211419800919549e-05,6.634259402758646e-05,1.7550950800948807e-06,-0.0012444911530535144,0.4422839601839098,0.2211419800919549,False,True,18,18
2010-03-29,-0.00039267253161583615,2.5849256866017252e-05,7.754777059805174e-05,2.051528322699782e-06,-0.0004981210874026049,0.516985137320345,0.2584925686601725,False,True,18,18
2010-03-30,2.1939633396173626e-05,1.0709968511187951e-05,3.212990553356385e-05,8.499975008879326e-07,-2.1750238149466104e-05,0.214199370223759,0.1070996851118795,False,True,18,18
2010-03-31,-0.0001865623749391008,5.60342753339995e-06,1.6810282600199847e-05,4.447164709047579e-07,-0.00020942080154360537,0.11206855066799899,0.056034275333999496,False,True,18,18
2010-04-01,-0.0002185679499318151,7.220263231571602e-06,2.16607896947148e-05,5.730367644104443e-07,-0.00024802203962251195,0.14440526463143202,0.07220263231571601,False,True,18,18
2010-04-05,0.000141572029018356,5.488247210869951e-06,1.646474163260985e-05,4.3557517546586913e-07,0.00011918346499941033,0.10976494421739902,0.05488247210869951,False,True,18,18
2010-04-06,0.0007830518313582317,1.3284791922058847e-05,3.985437576617654e-05,1.0543485652427659e-06,0.0007288583151047536,0.26569583844117695,0.13284791922058847,False,True,18,18
2010-04-07,0.00010510704407126315,1.3335733897306648e-05,4.000720169191994e-05,1.0583915791513211e-06,5.0705716902885245e-05,0.26671467794613296,0.13335733897306648,False,True,18,18
2010-04-08,-0.001940000702748014,3.2417119618307946e-05,9.725135885492383e-05,2.572787271294281e-06,-0.00207224196849254,0.6483423923661589,0.32417119618307944,False,True,18,18
2010-04-09,-0.0014552201763720165,2.7458998190126805e-05,8.237699457038041e-05,2.1792855706449842e-06,-0.0015672354547031687,0.5491799638025361,0.27458998190126804,False,True,18,18
2010-04-12,-2.977307122931583e-05,7.8590482228974e-06,2.3577144668692195e-05,6.957054697569364e-07,-6.190496959066235e-05,0.157180964457948,0.078590482228974,False,True,18,18
2010-04-13,-0.0010683284630496042,1.8119631024273054e-05,5.435889307281915e-05,2.2483971851529423e-05,-0.0011632909589982256,0.36239262048546106,0.18119631024273053,False,True,18,18
2010-04-14,0.0014702786861177403,1.15261155605893e-05,3.45783466817679e-05,9.14771076237246e-07,0.001423259452799146,0.230522311211786,0.115261155605893,False,True,18,18
2010-04-15,3.173732028107621e-05,8.740295454466153e-06,2.6220886363398452e-05,6.936742424179484e-07,-3.917535779206344e-06,0.17480590908932303,0.08740295454466152,False,True,18,18
2010-04-16,0.00030405781921242456,6.161587009096001e-06,1.8484761027288003e-05,4.89014841991746e-07,0.00027892245633404886,0.12323174018192003,0.061615870090960013,False,True,18,18
2010-04-19,1.4984192615603837e-05,5.205882778400701e-06,1.56176483352021e-05,4.131652998730714e-07,-6.2525037978720365e-06,0.10411765556801401,0.05205882778400701,False,True,18,18
2010-04-20,-0.001886517131127836,2.7306098130663954e-05,8.191829439199185e-05,2.16715064529079e-06,-0.0019979086742957825,0.546121962613279,0.2730609813066395,False,True,17,17
2010-04-21,0.0003735744817308801,1.1387111603739653e-05,3.416133481121895e-05,9.037390161698134e-07,0.00032712229629975166,0.22774223207479305,0.11387111603739652,False,True,18,18
2010-04-22,-5.744361165392221e-07,6.3716589066802e-06,1.9114976720040598e-05,5.056872148158889e-07,-2.656675895807591e-05,0.127433178133604,0.063716589066802,False,True,18,18
2010-04-23,-0.0009735661009697567,1.6115710525734488e-05,4.834713157720346e-05,1.2790246448995625e-06,-0.001039307967717594,0.3223142105146898,0.1611571052573449,False,True,18,18
2010-04-26,0.0012180094703313285,2.0712812325839604e-05,6.21384369775188e-05,1.643873994114254e-06,0.0011335143470338558,0.41425624651679205,0.20712812325839602,False,True,18,18
2010-04-27,-3.6741364505983413e-05,8.594658605361352e-06,2.578397581608405e-05,6.100004560112123e-06,-7.722000348754093e-05,0.17189317210722702,0.08594658605361351,False,True,17,17
2010-04-28,-0.00019791829285710407,1.3740248016024251e-05,4.122074404807275e-05,1.0904958742876389e-06,-0.0002539697807954887,0.274804960320485,0.1374024801602425,False,True,18,18
2010-04-29,-0.0002367790924010478,1.25989883340177e-05,3.7796965002053094e-05,9.999197090490237e-07,-0.0002881749654461676,0.251979766680354,0.125989883340177,False,True,18,18
2010-04-30,0.00014661092373899513,6.25139150374395e-06,1.8754174511231848e-05,4.961421828368215e-07,0.00012110921554118251,0.125027830074879,0.0625139150374395,False,True,18,18
2010-05-03,0.00041240017159002154,8.532585530799254e-06,2.5597756592397754e-05,6.771893278412102e-07,0.0003775926401389833,0.17065171061598505,0.08532585530799253,False,True,18,18
2010-05-04,0.00018598723239499114,7.514518831767051e-06,2.254355649530115e-05,5.963903834735753e-07,0.00015533276668444938,0.150290376635341,0.0751451883176705,False,True,18,18
2010-05-05,6.273861254065315e-05,5.78434771142085e-06,1.7353043134262548e-05,4.590752151921308e-07,3.914214647977762e-05,0.11568695422841699,0.057843477114208494,False,True,19,19
2010-05-06,-0.00010341218932310815,5.06640735837115e-06,1.5199222075113447e-05,4.020958220929484e-07,-0.0001240799145786857,0.10132814716742299,0.05066407358371149,False,True,19,19
2010-05-07,0.00010084534716456057,9.773810491284749e-06,2.9321431473854244e-05,7.756992453400595e-07,6.097440595408151e-05,0.19547620982569497,0.09773810491284748,False,True,19,19
2010-05-10,0.0001534086581824395,1.1917673383333902e-05,3.5753020150001704e-05,9.458470939153889e-07,0.00010479211755518852,0.23835346766667803,0.11917673383333902,False,True,20,20
2010-05-11,9.710339287630573e-05,6.7551282118505505e-06,2.026538463555165e-05,8.016736772953929e-07,6.928120635160814e-05,0.135102564237011,0.0675512821185055,False,True,20,20
2010-05-12,-5.072528907102219e-05,1.488240316345385e-05,4.464720949036155e-05,7.767627666886667e-06,-0.00011802252939172425,0.297648063269077,0.1488240316345385,False,True,20,20
2010-05-13,0.0006816867819119585,8.58744831341005e-06,2.5762344940230145e-05,6.815435169373054e-07,0.000646655445141381,0.171748966268201,0.0858744831341005,False,True,20,20
2010-05-14,-2.3061583521941705e-05,7.233774497717899e-06,2.1701323493153693e-05,5.741090871204682e-07,-5.2570790599933766e-05,0.14467548995435797,0.07233774497717899,False,True,20,20
2010-05-17,-0.00011277804336333482,5.502662251438351e-06,1.650798675431505e-05,4.367192263046309e-07,-0.00013522541159539285,0.11005324502876701,0.055026622514383505,False,True,20,20
2010-05-18,0.00019199722881951136,8.174338014159297e-06,2.4523014042477886e-05,6.487569852507378e-07,0.00015865111977762347,0.16348676028318593,0.08174338014159296,False,True,20,20
2010-05-19,-4.612927001430324e-05,5.919431245718402e-06,1.7758293737155203e-05,4.697961306125714e-07,-7.027679112778942e-05,0.11838862491436802,0.05919431245718401,False,True,20,20
2010-05-20,-0.00027808139861393256,6.152462340870249e-06,1.8457387022610747e-05,4.882906619738293e-07,-0.0003031795386393873,0.12304924681740498,0.06152462340870249,False,True,20,20
2010-05-21,9.65540257162131e-05,6.733998309803251e-06,2.020199492940975e-05,5.344443103018453e-07,6.908358816669826e-05,0.134679966196065,0.0673399830980325,False,True,20,20
2010-05-24,0.001743801180575557,1.7886910942645248e-05,5.366073282793574e-05,1.4195961065591466e-06,0.0016708339406984168,0.35773821885290497,0.17886910942645248,False,True,20,20
2010-05-25,0.0007533054285068627,1.01242696577562e-05,3.03728089732686e-05,8.035134649012857e-07,0.0007120048364109366,0.202485393155124,0.101242696577562,False,True,20,20
2010-05-26,-0.0018669965523023615,1.8711202415494902e-05,5.61336072464847e-05,1.1000876228430924e-05,-0.0019528422381927721,0.374224048309898,0.187112024154949,False,True,20,20
2010-05-27,0.0003560026115871252,1.5181680539683201e-05,4.55450416190496e-05,1.2048952809272382e-06,0.00029407099414746515,0.303633610793664,0.151816805396832,False,True,20,20
2010-05-28,0.0012358615417987758,2.2410475560737905e-05,6.72314266822137e-05,1.7786091714871347e-06,0.001144441030384337,0.44820951121475805,0.22410475560737902,False,True,20,20
2010-06-01,0.0001308954640378662,8.03312658866775e-06,2.4099379766003246e-05,6.375497292593452e-07,9.812540795393585e-05,0.160662531773355,0.0803312658866775,False,True,20,20
2010-06-02,-0.0009945807517572646,2.3335741096294707e-05,7.000722328888411e-05,1.852042944150373e-06,-0.0010897757590865938,0.4667148219258941,0.23335741096294704,False,True,20,20
2010-06-03,0.001700224029211235,1.69794344671723e-05,5.0938303401516895e-05,1.3475741640612937e-06,0.0016309587171784844,0.339588689343446,0.169794344671723,False,True,20,20
2010-06-04,0.0002049805302426652,9.522939675362801e-06,2.8568819026088397e-05,7.557888631240319e-07,0.00016613298267808996,0.190458793507256,0.095229396753628,False,True,20,20
2010-06-07,-0.0006923479513645724,1.5180667202092652e-05,4.554200160627795e-05,1.2048148573089401e-06,-0.0007542754350302518,0.30361334404185303,0.15180667202092651,False,True,19,19
2010-06-08,-0.00033120570359695766,1.3563435133605751e-05,4.0690305400817244e-05,1.0764631058417262e-06,-0.0003865359072372224,0.271268702672115,0.1356343513360575,False,True,19,19
2010-06-09,-0.002435217168273495,2.5457962198501008e-05,7.637388659550301e-05,2.2484820066556347e-06,-0.0025392974990741547,0.5091592439700201,0.25457962198501005,False,True,19,19
2010-06-10,0.0005030854218876404,1.0350122690006503e-05,3.105036807001951e-05,7.617964888154106e-06,0.0004540669662394603,0.20700245380013005,0.10350122690006502,False,True,19,19
2010-06-11,-0.001580245004764078,2.1524412041812504e-05,6.45732361254375e-05,1.7082866699851193e-06,-0.0016680509396013131,0.43048824083625004,0.21524412041812502,False,True,19,19
2010-06-14,-0.0008758105891804599,1.4283717656259349e-05,4.285115296877804e-05,1.1336283854174085e-06,-0.0009340790881909147,0.28567435312518696,0.14283717656259348,False,True,19,19
2010-06-15,0.0002797080016995086,7.917156173282647e-06,2.375146851984794e-05,6.283457280383051e-07,0.0002474110312783397,0.15834312346565294,0.07917156173282647,False,True,19,19
2010-06-16,-0.0005009741141810849,1.401969448616805e-05,4.2059083458504144e-05,1.1126741655688927e-06,-0.0005581655662913259,0.280393889723361,0.1401969448616805,False,True,19,19
2010-06-17,-0.0001559618055707221,2.1263912810345105e-05,6.37917384310353e-05,1.6876121278051666e-06,-0.00024270506893990764,0.42527825620690207,0.21263912810345104,False,True,19,19
2010-06-18,-0.00048342626073155117,6.0174924498144014e-06,1.8052477349443203e-05,4.775787658582857e-07,-0.0005079738092966671,0.12034984899628802,0.06017492449814401,False,True,19,19
2010-06-21,0.00011553174144593307,1.3292212758614902e-05,3.98766382758447e-05,1.054937520524992e-06,6.130795289094847e-05,0.26584425517229804,0.13292212758614902,False,True,19,19
2010-06-22,-6.921123211013028e-05,1.204333265098125e-05,3.612999795294375e-05,9.558200516651786e-07,-0.00011834038276572047,0.240866653019625,0.1204333265098125,False,True,19,19
2010-06-23,7.363126628349512e-05,8.944744998836552e-06,2.6834234996509652e-05,7.099003967330595e-07,3.714238589141586e-05,0.17889489997673103,0.08944744998836551,False,True,18,18
2010-06-24,1.261728619410458e-05,1.37335473043874e-05,4.12006419131622e-05,1.0899640717767779e-06,-4.34068670952218e-05,0.274670946087748,0.137335473043874,False,True,18,18
2010-06-25,4.0434653655927683e-05,4.848248653219201e-06,1.45447459596576e-05,2.587851873385223e-06,1.845380716966566e-05,0.09696497306438401,0.048482486532192004,False,True,18,18
2010-06-28,0.0005335526215062689,1.2873359302878649e-05,3.862007790863594e-05,1.0216951827681466e-06,0.00048103748911198623,0.25746718605757296,0.12873359302878648,False,True,19,19
2010-06-29,0.00019598600858536635,6.30825314795515e-06,1.8924759443865447e-05,5.006550117424722e-07,0.00017025234098180325,0.12616506295910299,0.06308253147955149,False,True,19,19
2010-06-30,0.00010240727554557897,7.71556931948615e-06,2.3146707958458447e-05,6.123467713877898e-07,7.093265149624658e-05,0.154311386389723,0.0771556931948615,False,True,18,18
2010-07-01,-0.00022119218438463822,1.4277054300139997e-05,4.2831162900419984e-05,1.1330995476301586e-06,-0.00027943350113282837,0.2855410860027999,0.14277054300139996,False,True,18,18
2010-07-02,-0.0007667410370561737,1.37129283290918e-05,4.1138784987275396e-05,1.0883276451660155e-06,-0.0008226810780177069,0.274258566581836,0.137129283290918,False,True,19,19
2010-07-06,-0.0003148189149496981,1.48044695125684e-05,4.4413408537705195e-05,1.174957897822889e-06,-0.0003752117508977946,0.296089390251368,0.148044695125684,False,True,18,18
2010-07-07,-0.00027406333095906425,1.6381540874221453e-05,4.9144622622664345e-05,1.300122291604877e-06,-0.0003408896167475549,0.327630817484429,0.1638154087422145,False,True,18,18
2010-07-08,0.00026206221378740003,9.426445505209e-06,2.8279336515626998e-05,7.481305956515078e-07,0.00022360830117091254,0.18852891010418,0.09426445505209,False,True,18,18
2010-07-09,-0.00013549565070193403,9.015997557922801e-06,2.7047992673768398e-05,7.155553617399048e-07,-0.0001722751962953651,0.180319951158456,0.090159975579228,False,True,18,18
2010-07-12,-0.001347580720034444,1.52070616122209e-05,4.562118483666269e-05,1.2788638797826107e-06,-0.0014096878303631103,0.30414123224441797,0.15207061612220898,False,True,18,18
2010-07-13,7.375746426674081e-06,1.0628653207303501e-05,3.18859596219105e-05,6.450983331048881e-06,-4.15898497335888e-05,0.21257306414607002,0.10628653207303501,False,True,18,18
2010-07-14,2.212013493040932e-05,8.907131830755496e-06,2.6721395492266487e-05,7.069152246631349e-07,-1.4215307617275799e-05,0.17814263661510993,0.08907131830755496,False,True,18,18
2010-07-15,0.0005040131297372349,1.1290121426498202e-05,3.38703642794946e-05,8.960413830554127e-07,0.00045795660264818676,0.22580242852996402,0.11290121426498201,False,True,18,18
2010-07-16,0.0003321696474340414,1.9346182491732653e-05,5.803854747519795e-05,1.5354113088676704e-06,0.0002532495061582431,0.38692364983465305,0.19346182491732652,False,True,18,18
2010-07-19,-0.0002660384753327412,1.3559383036593102e-05,4.06781491097793e-05,1.0761415108407223e-06,-0.00032135214898995433,0.271187660731862,0.135593830365931,False,True,18,18
2010-07-20,0.00015343461515181066,1.2321273324559054e-05,3.696381997367715e-05,9.778788352824645e-07,0.00010317164301829198,0.24642546649118105,0.12321273324559052,False,True,17,17
2010-07-21,-0.001412531563850048,1.8937375049855e-05,5.6812125149565e-05,1.5029662737980158e-06,-0.001489784030323266,0.37874750099710003,0.18937375049855001,False,True,17,17
2010-07-22,-0.00027420772393076586,1.8999449458935902e-05,5.69983483768077e-05,1.5078928142012618e-06,-0.0003517134145807107,0.37998898917871804,0.18999449458935902,False,True,17,17
2010-07-23,-5.29113312205725e-05,8.90124357396525e-06,2.670373072189575e-05,7.064479026956546e-07,-8.922275341912916e-05,0.178024871479305,0.0890124357396525,False,True,17,17
2010-07-26,-0.0003854568881907364,5.460687923046701e-06,1.6382063769140098e-05,4.3338793040053176e-07,-0.0004077330278133237,0.10921375846093401,0.054606879230467004,False,True,17,17
2010-07-27,0.00010153329863725206,6.3223385477195e-06,1.8967015643158498e-05,6.557810216398927e-06,6.968613422997514e-05,0.12644677095439,0.063223385477195,False,True,17,17
2010-07-28,-0.0005260509054168729,8.002586122502101e-06,2.40077583675063e-05,6.35125882738262e-07,-0.0005586963757896196,0.160051722450042,0.080025861225021,False,True,17,17
2010-07-29,0.0005572790470853531,8.7666891153162e-06,2.63000673459486e-05,6.957689774060477e-07,0.0005215165216466822,0.17533378230632402,0.08766689115316201,False,True,17,17
2010-07-30,5.8281952741737425e-06,7.0990062341977e-06,2.1297018702593097e-05,5.634131931902936e-07,-2.3131242855807346e-05,0.141980124683954,0.070990062341977,False,True,17,17
2010-08-02,8.783319419707194e-05,6.107799916221951e-06,1.8323399748665848e-05,4.847460250969803e-07,6.291724850708716e-05,0.122155998324439,0.0610779991622195,False,True,17,17
2010-08-03,-0.00011237746917204393,7.301888553138951e-06,2.190566565941685e-05,5.795149645348372e-07,-0.00014216453834913457,0.14603777106277901,0.07301888553138951,False,True,17,17
2010-08-04,0.00043703460971543736,1.3564053808528748e-05,4.069216142558624e-05,1.0765122070260908e-06,0.0003817018822742963,0.27128107617057495,0.13564053808528748,False,True,17,17
2010-08-05,0.00032583689706113244,1.5946226538732447e-05,4.7838679616197335e-05,1.2655735348200356e-06,0.0002607864173713826,0.31892453077464894,0.15946226538732447,False,True,17,17
2010-08-06,-0.0001807768482674438,1.1057722725261101e-05,3.31731681757833e-05,8.775970416873889e-07,-0.00022588533621017558,0.221154454505222,0.110577227252611,False,True,18,18
2010-08-09,0.0005424863709185537,1.0102266589483649e-05,3.0306799768450943e-05,8.017671896415593e-07,0.0005012755373709775,0.20204533178967296,0.10102266589483648,False,True,18,18
2010-08-10,0.00011710857465349112,1.20191053832163e-05,3.60573161496489e-05,9.538972526362144e-07,6.807825586798971e-05,0.240382107664326,0.120191053832163,False,True,18,18
2010-08-11,0.00012737379361973765,4.82251878170355e-06,1.4467556345110648e-05,4.466449403950726e-06,0.00010361726908897272,0.096450375634071,0.0482251878170355,False,True,18,18
2010-08-12,-5.871697212507881e-05,1.2001448915264451e-05,3.600434674579335e-05,9.524959456559089e-07,-0.00010767526373179252,0.24002897830528902,0.12001448915264451,False,True,18,18
2010-08-13,9.397446613503685e-06,2.1895041304274294e-05,6.568512391282288e-05,1.73770169081542e-06,-7.992042029440892e-05,0.43790082608548586,0.21895041304274293,False,True,18,18
2010-08-16,0.0002068147016873285,4.9507705764168004e-06,1.48523117292504e-05,3.9291829971561904e-07,0.00018661870108194572,0.09901541152833601,0.049507705764168006,False,True,18,18
2010-08-17,-0.0004169370926854028,1.5068888051394554e-05,4.5206664154183656e-05,1.1959434961424249e-06,-0.0004784085883871234,0.30137776102789104,0.15068888051394552,False,True,18,18
